,CarModel,AgeOfCar,Price,OdoMeterReading,Fuel_Type,DealingType,GearSystem,NoOfOwners,CarCompany,Scalled_Price,Scaled_OdoMeterReading,Fuel_Type_le,DealingType_le,GearSystem_le,NoOfOwners_le,CarCompany_le
3304,Ford Ecosport 1.5 Ti VCT AT Titanium,9,593750.0,52000,Petrol,Broker,Automatic,Second Owner,Ford,0.051238738738738736,-0.3905719162163328,4,0,0,2,8
3305,Hyundai Accent CRDi,18,125000.0,124000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.009009009009009009,1.153209461881553,1,1,1,2,10
3307,Hyundai i20 1.2 Asta,12,338750.0,78113,Petrol,Broker,Manual,First Owner,Hyundai,0.02826576576576576,0.16932757164852955,4,0,1,0,10
3308,Maruti Zen Estilo Sports,15,175000.0,124000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.013513513513513513,1.153209461881553,4,1,1,0,18
3309,Maruti SX4 Vxi BSIV,11,281250.0,114000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.023085585585585582,0.9387953815901798,4,1,1,2,18
3310,Tata Indica Vista Quadrajet VX,10,343750.0,114000,Diesel,Direct Owner,Manual,First Owner,Tata,0.028716216216216214,0.9387953815901798,1,1,1,0,25
3311,Maruti Swift Dzire LDI,4,812500.0,9000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.07094594594594594,-1.3125524614692368,1,1,1,0,18
3313,Hyundai Xcent 1.2 CRDi S,5,562500.0,74000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.04842342342342342,0.08113906042468783,1,1,1,2,10
3314,Maruti Swift Dzire VXi,14,250000.0,114000,Petrol,Direct Owner,Manual,Fourth & Above Owner,Maruti,0.020270270270270268,0.9387953815901798,4,1,1,1,18
3315,Maruti Ignis 1.2 Zeta BSIV,5,625000.0,16000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.05405405405405405,-1.1624626052652756,4,1,1,0,18
3317,Maruti Wagon R LXI,14,225000.0,34375,Petrol,Broker,Manual,First Owner,Maruti,0.018018018018018014,-0.7684767327298777,4,0,1,0,18
3318,Toyota Innova 2.5 G4 Diesel 8-seater,16,312500.0,84000,Diesel,Direct Owner,Manual,Second Owner,Toyota,0.025900900900900897,0.2955531407160608,1,1,1,2,26
3319,Hyundai Grand i10 1.2 Kappa Sportz BSIV,4,687500.0,29000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.059684684684684686,-0.8837243008864907,4,1,1,0,10
3320,Maruti Eeco 5 Seater AC BSIV,6,325000.0,34000,Petrol,Broker,Manual,First Owner,Maruti,0.027027027027027025,-0.7765172607408042,4,0,1,0,18
3324,Maruti Swift Dzire VDI,9,531250.0,154000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.04560810810810811,1.796451702755672,1,1,1,0,18
3325,Maruti Wagon R LXI,13,276250.0,55000,Petrol,Broker,Manual,First Owner,Maruti,0.022635135135135133,-0.3262476921289209,4,0,1,0,18
3327,Mahindra Bolero SLE,13,437500.0,94000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.037162162162162164,0.5099672210074339,1,1,1,2,17
3328,Maruti Baleno Alpha 1.3,6,1000000.0,94000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.08783783783783783,0.5099672210074339,1,1,1,0,18
3329,Honda Amaze S Petrol BSIV,3,767500.0,5000,Petrol,Direct Owner,Manual,First Owner,Honda,0.06689189189189189,-1.398318093585786,4,1,1,0,9
3330,Maruti Alto LX,16,125000.0,56000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.009009009009009009,-0.3048062840997836,4,1,1,2,18
3331,Renault Duster 85PS Diesel RxL Optional,10,526250.0,49000,Diesel,Direct Owner,Manual,First Owner,Renault,0.045157657657657654,-0.4548961403037447,1,1,1,0,23
3332,Renault KWID 1.0 RXT Optional,6,500000.0,64000,Petrol,Direct Owner,Manual,First Owner,Renault,0.04279279279279279,-0.1332750198666852,4,1,1,0,23
3333,Maruti Ertiga VXI CNG,5,733750.0,84000,CNG,Direct Owner,Manual,First Owner,Maruti,0.06385135135135134,0.2955531407160608,0,1,1,0,18
3334,Maruti Wagon R LXI,18,87500.0,84000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.00563063063063063,0.2955531407160608,4,1,1,0,18
3335,Hyundai i20 1.4 Sportz,6,850000.0,48000,Diesel,Broker,Manual,First Owner,Hyundai,0.07432432432432431,-0.476337548332882,1,0,1,0,10
3336,Maruti Swift Dzire VDI,6,750000.0,50507,Diesel,Trustmark Broker,Manual,First Owner,Maruti,0.0653153153153153,-0.4225839384038348,1,2,1,0,18
3337,Honda Amaze S i-DTEC,7,593750.0,94000,Diesel,Direct Owner,Manual,First Owner,Honda,0.051238738738738736,0.5099672210074339,1,1,1,0,9
3338,Skoda Rapid 1.5 TDI Ambition,9,450000.0,74000,Diesel,Direct Owner,Manual,First Owner,Skoda,0.038288288288288286,0.08113906042468783,1,1,1,0,24
3339,Maruti SX4 ZXI MT BSIV,11,387500.0,73069,Petrol,Broker,Manual,First Owner,Maruti,0.03265765765765766,0.061177109549561,4,0,1,0,18
3340,Maruti Baleno Vxi,16,203750.0,104000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.016103603603603602,0.7243813012988068,4,1,1,2,18
3341,Ambassador CLASSIC 1500 DSL AC,18,150000.0,54000,Diesel,Direct Owner,Manual,Second Owner,Ambassador,0.01126126126126126,-0.3476891001580582,1,1,1,2,0
3342,Ford Aspire Titanium Plus BSIV,8,687500.0,21100,Petrol,Broker,Manual,Second Owner,Ford,0.059684684684684686,-1.0531114243166755,4,0,1,2,8
3343,Maruti Alto 800 LXI,10,262500.0,46000,Petrol,Direct Owner,Manual,Third Owner,Maruti,0.021396396396396393,-0.5192203643911566,4,1,1,4,18
3344,Tata Tiago 1.2 Revotron XE,7,375000.0,34000,Petrol,Direct Owner,Manual,First Owner,Tata,0.03153153153153153,-0.7765172607408042,4,1,1,0,25
3345,Hyundai EON Era Plus,10,250000.0,124000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.020270270270270268,1.153209461881553,4,1,1,0,10
3346,Honda City 1.3 EXI,21,181250.0,104000,Petrol,Direct Owner,Manual,First Owner,Honda,0.014076576576576577,0.7243813012988068,4,1,1,0,9
3347,Ford Ecosport 1.5 DV5 MT Titanium,9,750000.0,91000,Diesel,Direct Owner,Manual,Second Owner,Ford,0.0653153153153153,0.44564299692002196,1,1,1,2,8
3348,Toyota Innova 2.5 VX (Diesel) 8 Seater,9,1312500.0,74000,Diesel,Direct Owner,Manual,First Owner,Toyota,0.11599099099099097,0.08113906042468783,1,1,1,0,26
3349,Maruti Baleno Alpha 1.2,6,781250.0,56000,Petrol,Broker,Manual,First Owner,Maruti,0.06813063063063061,-0.3048062840997836,4,0,1,0,18
3350,Maruti Wagon R VXI BS IV,16,125000.0,64000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.009009009009009009,-0.1332750198666852,4,1,1,2,18
3351,Ford Fiesta 1.4 Duratec ZXI,15,150000.0,104000,Petrol,Direct Owner,Manual,Third Owner,Ford,0.01126126126126126,0.7243813012988068,4,1,1,4,8
3352,Maruti Swift Dzire VDI,6,750000.0,50507,Diesel,Trustmark Broker,Manual,First Owner,Maruti,0.0653153153153153,-0.4225839384038348,1,2,1,0,18
3353,Ford Ecosport Sports Petrol,3,1375000.0,5000,Petrol,Direct Owner,Manual,First Owner,Ford,0.12162162162162161,-1.398318093585786,4,1,1,0,8
3354,Mahindra XUV500 W8 2WD,10,937500.0,45988,Diesel,Broker,Manual,First Owner,Mahindra,0.0822072072072072,-0.5194776612875063,1,0,1,0,17
3355,Hyundai i10 Era,14,175000.0,84000,Petrol,Direct Owner,Manual,Third Owner,Hyundai,0.013513513513513513,0.2955531407160608,4,1,1,4,10
3356,Fiat Linea 1.3 Multijet Emotion,8,687500.0,117600,Diesel,Direct Owner,Manual,First Owner,Fiat,0.059684684684684686,1.0159844504950741,1,1,1,0,6
3357,Nissan Terrano XV Premium 110 PS,10,937500.0,84000,Diesel,Direct Owner,Manual,First Owner,Nissan,0.0822072072072072,0.2955531407160608,1,1,1,0,21
3358,Maruti Swift ZXI,10,437500.0,94000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.037162162162162164,0.5099672210074339,4,1,1,0,18
3359,Maruti Wagon R AMT VXI,9,375000.0,32942,Petrol,Broker,Automatic,First Owner,Maruti,0.03153153153153153,-0.7992022704356315,4,0,0,0,18
3360,Volkswagen Ameo 1.5 TDI Comfortline,5,725000.0,74000,Diesel,Direct Owner,Manual,First Owner,Volkswagen,0.06306306306306306,0.08113906042468783,1,1,1,0,27
3361,Maruti Esteem Lxi,18,75000.0,64000,Petrol,Direct Owner,Manual,Third Owner,Maruti,0.004504504504504504,-0.1332750198666852,4,1,1,4,18
3362,Maruti Swift Dzire VDI,10,425000.0,114000,Diesel,Direct Owner,Manual,Second Owner,Maruti,0.036036036036036036,0.9387953815901798,1,1,1,2,18
3363,Hyundai EON Magna Plus,5,450000.0,10000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.038288288288288286,-1.2911110534400994,4,1,1,0,10
3364,Honda Brio VX,6,487500.0,49000,Petrol,Broker,Manual,First Owner,Honda,0.041666666666666664,-0.4548961403037447,4,0,1,0,9
3365,Volkswagen Polo SR Petrol 1.2L,10,475000.0,54000,Petrol,Direct Owner,Manual,First Owner,Volkswagen,0.04054054054054054,-0.3476891001580582,4,1,1,0,27
3366,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,3,1398750.0,5010,Petrol,Broker,Manual,Test Drive Car,Ford,0.12376126126126125,-1.3981036795054946,4,0,1,3,8
3367,Maruti Baleno Delta Automatic,5,750000.0,11600,Petrol,Direct Owner,Automatic,First Owner,Maruti,0.0653153153153153,-1.2568048005934798,4,1,0,0,18
3368,Ford Figo Diesel LXI,12,225000.0,74000,Diesel,Direct Owner,Manual,Second Owner,Ford,0.018018018018018014,0.08113906042468783,1,1,1,2,8
3369,Ford Fiesta Petrol Trend,11,562500.0,64000,Petrol,Broker,Manual,First Owner,Ford,0.04842342342342342,-0.1332750198666852,4,0,1,0,8
3373,Mahindra Xylo E4 BS III,11,750000.0,64000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.0653153153153153,-0.1332750198666852,1,1,1,0,17
3374,Tata Indica Vista Terra 1.4 TDI,13,125000.0,84000,Diesel,Direct Owner,Manual,First Owner,Tata,0.009009009009009009,0.2955531407160608,1,1,1,0,25
3375,Maruti Ignis 1.2 Sigma BSIV,4,562500.0,44000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.04842342342342342,-0.5621031804494312,4,1,1,0,18
3376,Renault KWID 1.0 RXL,5,375000.0,54852,Petrol,Direct Owner,Manual,First Owner,Renault,0.03153153153153153,-0.3294210205172332,4,1,1,0,23
3377,Maruti Wagon R VXI BS IV,9,375000.0,39000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.03153153153153153,-0.6693102205951177,4,1,1,2,18
3378,Maruti Baleno Alpha,4,875000.0,20000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.07657657657657657,-1.0766969731487264,4,1,1,0,18
3379,Tata Indigo LS,13,200000.0,106000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.015765765765765764,0.7672641173570814,1,1,1,2,25
3380,Hyundai Accent GLE CNG,14,200000.0,74000,CNG,Direct Owner,Manual,Third Owner,Hyundai,0.015765765765765764,0.08113906042468783,0,1,1,4,10
3381,Hyundai i20 1.2 Sportz,12,312500.0,124000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.025900900900900897,1.153209461881553,4,1,1,0,10
3383,Volkswagen Vento Magnific 1.6 Highline,10,475000.0,101248,Petrol,Broker,Manual,First Owner,Volkswagen,0.04054054054054054,0.6653745464026211,4,0,1,0,27
3384,Renault Duster 110PS Diesel RxL,9,656250.0,69000,Diesel,Broker,Manual,First Owner,Renault,0.056869369369369364,-0.02606797972099868,1,0,1,0,23
3385,Renault KWID 1.0 RXT Optional,5,406250.0,39000,Petrol,Direct Owner,Manual,First Owner,Renault,0.03434684684684685,-0.6693102205951177,4,1,1,0,23
3387,Maruti Baleno Delta 1.2,6,731250.0,47608,Petrol,Trustmark Broker,Manual,First Owner,Maruti,0.06362612612612611,-0.4847425802803038,4,2,1,0,18
3389,Maruti Vitara Brezza LDi,5,875000.0,29000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.07657657657657657,-0.8837243008864907,1,1,1,0,18
3390,Mahindra Jeep Classic,24,212500.0,6020,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.01689189189189189,-1.376447857396066,1,1,1,2,17
3391,Honda City 1.5 V MT,11,543748.75,51000,Petrol,Broker,Manual,Second Owner,Honda,0.04673412162162162,-0.4120133242454701,4,0,1,2,9
3392,Chevrolet Enjoy 1.3 TCDi LS 8,10,531250.0,24000,Diesel,Broker,Manual,First Owner,Chevrolet,0.04560810810810811,-0.9909313410321773,1,0,1,0,3
3393,Honda Amaze S AT i-Vtech,8,562500.0,11900,Petrol,Direct Owner,Automatic,First Owner,Honda,0.04842342342342342,-1.2503723781847387,4,1,0,0,9
3394,Hyundai i10 Magna 1.2,14,318748.75,84000,Petrol,Direct Owner,Manual,Second Owner,Hyundai,0.026463851351351347,0.2955531407160608,4,1,1,2,10
3395,Renault Lodgy 85PS RxL,8,618750.0,64000,Diesel,Direct Owner,Manual,First Owner,Renault,0.053490990990990986,-0.1332750198666852,1,1,1,0,23
3396,Mahindra Verito 1.5 D6 BSIII,11,250000.0,116198,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.020270270270270268,0.9859235964382237,1,1,1,2,17
3397,Hyundai Grand i10 Sportz,7,468750.0,29000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.03997747747747748,-0.8837243008864907,4,1,1,0,10
3398,Maruti Wagon R Duo Lxi,13,300000.0,54000,LPG,Broker,Manual,First Owner,Maruti,0.02477477477477477,-0.3476891001580582,3,0,1,0,18
3399,Maruti Wagon R DUO LPG,9,262500.0,94000,LPG,Direct Owner,Manual,First Owner,Maruti,0.021396396396396393,0.5099672210074339,3,1,1,0,18
3400,Hyundai Accent GLS,16,156250.0,80000,Petrol,Broker,Manual,Third Owner,Hyundai,0.011824324324324323,0.20978750859951162,4,0,1,4,10
3402,Honda City VX MT,13,437500.0,52781,Petrol,Broker,Manual,First Owner,Honda,0.037162162162162164,-0.3738261765455766,4,0,1,0,9
3403,Maruti Ertiga SHVS VDI,7,687500.0,82000,Diesel,Direct Owner,Manual,Third Owner,Maruti,0.059684684684684686,0.2526703246577862,1,1,1,4,18
3404,Maruti Ertiga BSIV VXI AT,6,1000000.0,34600,Petrol,Direct Owner,Automatic,First Owner,Maruti,0.08783783783783783,-0.7636524159233219,4,1,0,0,18
3405,Tata New Safari DICOR 2.2 VX 4x2,13,262500.0,38500,Diesel,Direct Owner,Manual,First Owner,Tata,0.021396396396396393,-0.6800309246096864,1,1,1,0,25
3406,Hyundai Santro Sportz BSIV,3,650000.0,9000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.05630630630630631,-1.3125524614692368,4,1,1,0,10
3407,Maruti 800 Std,10,212500.0,74000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.01689189189189189,0.08113906042468783,4,1,1,0,18
3408,Volkswagen Polo Petrol Highline 1.2L,13,263750.0,49143,Petrol,Broker,Manual,Second Owner,Volkswagen,0.021509009009009004,-0.45183001895557806,4,0,1,2,27
3409,Maruti S-Presso VXI Plus,4,562500.0,5950,Petrol,Direct Owner,Manual,First Owner,Maruti,0.04842342342342342,-1.3779487559581056,4,1,1,0,18
3410,Hyundai Santro Xing GL Plus,10,362500.0,53000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.030405405405405404,-0.3691305081871955,4,1,1,0,10
3411,Mahindra Xylo H4,4,748750.0,19000,Diesel,Direct Owner,Manual,Third Owner,Mahindra,0.06520270270270269,-1.0981383811778638,1,1,1,4,17
3413,Maruti S-Cross Zeta DDiS 200 SH,8,937500.0,49974,Diesel,Trustmark Broker,Manual,First Owner,Maruti,0.0822072072072072,-0.43401220888336495,1,2,1,0,18
3414,Maruti Wagon R VXI,23,131250.0,84000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.009572072072072071,0.2955531407160608,4,1,1,0,18
3416,Chevrolet Spark 1.0 LT BS3,10,187500.0,64000,Petrol,Direct Owner,Manual,Second Owner,Chevrolet,0.014639639639639638,-0.1332750198666852,4,1,1,2,3
3417,Maruti Alto 800 LXI,5,250000.0,39000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.020270270270270268,-0.6693102205951177,4,1,1,0,18
3418,Renault Duster 85PS Diesel RxL,6,762500.0,36000,Diesel,Direct Owner,Manual,Second Owner,Renault,0.06644144144144143,-0.7336344446825296,1,1,1,2,23
3419,Nissan Micra XL,6,518750.0,52965,Petrol,Broker,Manual,First Owner,Nissan,0.04448198198198198,-0.3698809574682153,4,0,1,0,21
3420,Hyundai i20 Asta (o),9,656250.0,58000,Petrol,Broker,Manual,Second Owner,Hyundai,0.056869369369369364,-0.261923468041509,4,0,1,2,10
3421,Maruti Swift Vdi BSIII,15,312500.0,124000,Diesel,Direct Owner,Manual,Third Owner,Maruti,0.025900900900900897,1.153209461881553,1,1,1,4,18
3422,Mahindra Thar CRDe AC,9,750000.0,104000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.0653153153153153,0.7243813012988068,1,1,1,2,17
3423,Maruti Alto LX BSIII,16,156250.0,104000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.011824324324324323,0.7243813012988068,4,1,1,2,18
3424,Honda Amaze VX O iDTEC,6,687500.0,16997,Diesel,Broker,Manual,First Owner,Honda,0.059684684684684686,-1.1410855214602258,1,0,1,0,9
3425,Renault KWID RXT Optional,7,350000.0,27000,Petrol,Direct Owner,Manual,First Owner,Renault,0.029279279279279275,-0.9266071169447653,4,1,1,0,23
3426,Hyundai Grand i10 CRDi Sportz,8,487500.0,84000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.041666666666666664,0.2955531407160608,1,1,1,2,10
3428,Honda Brio E MT,10,325000.0,74000,Petrol,Direct Owner,Manual,Second Owner,Honda,0.027027027027027025,0.08113906042468783,4,1,1,2,9
3429,Tata Tiago XT,7,418750.0,45000,Petrol,Broker,Manual,First Owner,Tata,0.03547297297297297,-0.5406617724202939,4,0,1,0,25
3430,Maruti Swift Vdi BSIII,14,262500.0,113000,Diesel,Direct Owner,Manual,Second Owner,Maruti,0.021396396396396393,0.9173539735610425,1,1,1,2,18
3431,Maruti Swift Dzire ZXI 1.2 BS IV,5,818750.0,29000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.071509009009009,-0.8837243008864907,4,1,1,0,18
3433,Maruti Ertiga VXI,8,781250.0,15918,Petrol,Trustmark Broker,Manual,First Owner,Maruti,0.06813063063063061,-1.164220800723665,4,2,1,0,18
3434,Maruti Swift VDI BSIV,9,587500.0,167000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.05067567567567567,2.0751900071344567,1,1,1,0,18
3435,Tata Manza ELAN Quadrajet BS IV,12,225000.0,84000,Diesel,Direct Owner,Manual,Third Owner,Tata,0.018018018018018014,0.2955531407160608,1,1,1,4,25
3436,Datsun GO Plus T Option BSIV,8,368750.0,25000,Petrol,Direct Owner,Manual,First Owner,Datsun,0.030968468468468468,-0.96948993300304,4,1,1,0,5
3437,Hyundai i20 Magna 1.4 CRDi (Diesel),9,512498.75,84000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.043918806306306304,0.2955531407160608,1,1,1,2,10
3438,Honda City i-VTEC CVT ZX,5,1425000.0,27038,Petrol,Trustmark Broker,Automatic,First Owner,Honda,0.12612612612612611,-0.9257923434396581,4,2,0,0,9
3439,Maruti Alto LXI,18,125000.0,128000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.009009009009009009,1.2389750939981021,4,1,1,2,18
3440,Hyundai Santro Xing GL Plus,11,212500.0,54000,Petrol,Direct Owner,Manual,Second Owner,Hyundai,0.01689189189189189,-0.3476891001580582,4,1,1,2,10
3441,Maruti Alto LX BSIII,16,175000.0,129000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.013513513513513513,1.2604165020272393,4,1,1,0,18
3442,Mahindra Bolero Power Plus SLX,5,775000.0,39000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.06756756756756756,-0.6693102205951177,1,1,1,0,17
3443,Hyundai EON Era Plus,6,362500.0,24000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.030405405405405404,-0.9909313410321773,4,1,1,0,10
3444,Chevrolet Sail 1.2 LT ABS,9,437500.0,34000,Petrol,Direct Owner,Manual,First Owner,Chevrolet,0.037162162162162164,-0.7765172607408042,4,1,1,0,3
3445,Hyundai Verna 1.6 VTVT AT S Option,7,862500.0,84000,Petrol,Direct Owner,Automatic,First Owner,Hyundai,0.07545045045045044,0.2955531407160608,4,1,0,0,10
3446,Toyota Innova 2.5 V Diesel 7-seater,12,1343750.0,164000,Diesel,Direct Owner,Manual,Second Owner,Toyota,0.11880630630630629,2.010865783047045,1,1,1,2,26
3447,Maruti Swift VDI BSIV,8,500000.0,91000,Diesel,Direct Owner,Manual,Third Owner,Maruti,0.04279279279279279,0.44564299692002196,1,1,1,4,18
3448,Mahindra Bolero Power Plus ZLX,6,937500.0,33000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.0822072072072072,-0.7979586687699415,1,1,1,0,17
3449,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,6,937500.0,19000,Petrol,Direct Owner,Manual,First Owner,Tata,0.0822072072072072,-1.0981383811778638,4,1,1,0,25
3450,Honda Amaze S AT i-Vtech,9,500000.0,19000,Petrol,Direct Owner,Automatic,First Owner,Honda,0.04279279279279279,-1.0981383811778638,4,1,0,0,9
3451,Toyota Etios Liva GD SP,11,350000.0,124000,Diesel,Direct Owner,Manual,First Owner,Toyota,0.029279279279279275,1.153209461881553,1,1,1,0,26
3452,Maruti Vitara Brezza ZDi Plus,6,1093750.0,44000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.09628378378378377,-0.5621031804494312,1,1,1,0,18
3453,Hyundai Creta 1.6 CRDi SX,7,668750.0,56600,Diesel,Direct Owner,Manual,First Owner,Hyundai,0.05799549549549549,-0.2919414392823012,1,1,1,0,10
3454,Skoda Rapid 1.5 TDI Ambition,7,875000.0,97000,Diesel,Direct Owner,Manual,First Owner,Skoda,0.07657657657657657,0.5742914450948458,1,1,1,0,24
3455,Mahindra Bolero Power Plus SLE,5,787500.0,44000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.06869369369369369,-0.5621031804494312,1,1,1,0,17
3456,Hyundai Verna 1.6 SX CRDi (O),10,393750.0,84000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.03322072072072072,0.2955531407160608,1,1,1,2,10
3457,Maruti Swift LXI Option,8,518750.0,32217,Petrol,Trustmark Broker,Manual,First Owner,Maruti,0.04448198198198198,-0.814747291256756,4,2,1,0,18
3458,Mahindra Scorpio SLE BSIV,9,625000.0,74000,Diesel,Direct Owner,Manual,Second Owner,Mahindra,0.05405405405405405,0.08113906042468783,1,1,1,2,17
3459,Chevrolet Cruze LTZ AT,8,812500.0,54000,Diesel,Direct Owner,Automatic,First Owner,Chevrolet,0.07094594594594594,-0.3476891001580582,1,1,0,0,3
3460,Honda City i VTEC V,8,1000000.0,14000,Petrol,Direct Owner,Manual,First Owner,Honda,0.08783783783783783,-1.2053454213235502,4,1,1,0,9
3461,Tata Indica V2 2001-2011 DLS BSIII,14,112500.0,124000,Diesel,Broker,Manual,First Owner,Tata,0.007882882882882882,1.153209461881553,1,0,1,0,25
3462,Hyundai i20 Active 1.4 SX with AVN,8,873750.0,34000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.07646396396396396,-0.7765172607408042,1,1,1,2,10
3463,Maruti Wagon R VXI BS IV,5,550000.0,18000,Petrol,Broker,Manual,First Owner,Maruti,0.04729729729729729,-1.119579789207001,4,0,1,0,18
3464,Ford Figo Diesel ZXI,11,500000.0,59328,Diesel,Broker,Manual,First Owner,Ford,0.04279279279279279,-0.23344927817881467,1,0,1,0,8
3465,Ford Ecosport 1.5 DV5 MT Titanium,8,587500.0,150000,Diesel,Broker,Manual,First Owner,Ford,0.05067567567567567,1.7106860706391227,1,0,1,0,8
3466,Maruti Zen LXI,25,86250.0,74000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.005518018018018017,0.08113906042468783,4,1,1,2,18
3467,Hyundai Grand i10 Magna AT,6,650000.0,14510,Petrol,Broker,Automatic,First Owner,Hyundai,0.05630630630630631,-1.1944103032286901,4,0,0,0,10
3468,Hyundai Verna 1.6 VTVT SX,8,950000.0,59340,Petrol,Trustmark Broker,Manual,First Owner,Hyundai,0.08333333333333333,-0.23319198128246502,4,2,1,0,10
3469,Maruti 800 Std BSIII,20,75000.0,54000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.004504504504504504,-0.3476891001580582,4,1,1,0,18
3470,Maruti Eeco CNG 5 Seater AC BSIV,4,587500.0,14000,CNG,Direct Owner,Manual,First Owner,Maruti,0.05067567567567567,-1.2053454213235502,0,1,1,0,18
3471,Maruti Wagon R VXI BS IV,13,300000.0,54000,Petrol,Direct Owner,Manual,Second Owner,Maruti,0.02477477477477477,-0.3476891001580582,4,1,1,2,18
3472,Honda Amaze E i-VTEC,6,537500.0,19000,Petrol,Direct Owner,Manual,First Owner,Honda,0.04617117117117117,-1.0981383811778638,4,1,1,0,9
3473,Maruti Swift ZDi,9,687500.0,42406,Diesel,Broker,Manual,First Owner,Maruti,0.059684684684684686,-0.596280784847876,1,0,1,0,18
3474,Hyundai i10 Sportz 1.2,15,187500.0,34000,Petrol,Direct Owner,Manual,First Owner,Hyundai,0.014639639639639638,-0.7765172607408042,4,1,1,0,10
3476,Maruti Swift VDI,11,531250.0,44000,Diesel,Direct Owner,Manual,First Owner,Maruti,0.04560810810810811,-0.5621031804494312,1,1,1,0,18
3477,Maruti Ciaz VXi,9,875000.0,19000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.07657657657657657,-1.0981383811778638,4,1,1,0,18
3478,Tata Indica Vista Aqua 1.4 TDI,13,137500.0,94000,Diesel,Direct Owner,Manual,Second Owner,Tata,0.010135135135135134,0.5099672210074339,1,1,1,2,25
3479,Honda WR-V i-VTEC VX,6,875000.0,29552,Petrol,Broker,Manual,Second Owner,Honda,0.07657657657657657,-0.871888643654407,4,0,1,2,9
3480,Maruti 800 AC BSIII,18,125000.0,34000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.009009009009009009,-0.7765172607408042,4,1,1,0,18
3481,Hyundai Grand i10 AT Asta,8,581250.0,67063,Petrol,Broker,Automatic,First Owner,Hyundai,0.050112612612612614,-0.06759998707343763,4,0,0,0,10
3482,Maruti Eeco 7 Seater Standard BSIV,5,337500.0,24000,Petrol,Direct Owner,Manual,First Owner,Maruti,0.02815315315315315,-0.9909313410321773,4,1,1,0,18
3483,Chevrolet Spark 1.0 LT,12,206250.0,64000,Petrol,Direct Owner,Manual,First Owner,Chevrolet,0.016328828828828825,-0.1332750198666852,4,1,1,0,3
3484,Mahindra Scorpio S10 7 Seater,9,1000000.0,94000,Diesel,Direct Owner,Manual,First Owner,Mahindra,0.08783783783783783,0.5099672210074339,1,1,1,0,17
3486,Hyundai Verna Transform CRDi VGT ABS,13,287498.75,124000,Diesel,Direct Owner,Manual,Second Owner,Hyundai,0.023648536036036033,1.153209461881553,1,1,1,2,10
